number,date,title,length,inKey,tempo,topic,mood,location,instruments,beard,videoID,description,acousticProduced,firsts,comments,press,spotify,itunes,bandcamp,tags
683,11/14/2010,Nowhere I Ought to Be (redux),2:16,D#,115,Poetic,CHILL,Berkeley Studio,ACOUSTIC GUITAR,CLEAN,https://www.youtube.com/watch?v=M2XFEGaCn0Q,,,,,,,,,"FOLK, WISTFUL, FAMOUS PERSON, CHARLYNE YI"
684,11/15/2010,I Don't Like the TSA,2:20,F,107,Airport,ANGRY,Berkeley Studio,"ELECTRIC GUITAR, BASS, DRUMS",SHADOW,https://www.youtube.com/watch?v=5RTYIsqYII8,,,,,,,,,"ROCK, FRUSTRATED, FUNNY"
685,11/16/2010,Zombie Turkey (redux),3:43,G,88,Animals,INTENSE,Berkeley Studio,"ACOUSTIC GUITAR, ELECTRIC GUITAR, BASS, DRUMS",SHADOW,https://www.youtube.com/watch?v=3o-xyN7uaaQ,,,,,,,,,"FOLK, DARK, THANKSGIVING"
686,11/17/2010,CERN Created and Held Anti-Matter,1:15,A#,81,Science,INTENSE,Berkeley Studio,"PIANO, SYNTHS, DRUM MACHINE",na,https://www.youtube.com/watch?v=CthusCyqtOo,,,,,,,,,"ELECTRO, FUN, ANTHEM"
687,11/18/2010,Willow Palin Facebook Debate,2:59,D,111,Politics,SILLY,Berkeley Studio,"PIANO, BASS, DRUMS",na,https://www.youtube.com/watch?v=e0cRFrEzGto,,,,,,,,,"ROCK, BAD, FACEBOOK"
688,11/19/2010,Crimes,1:39,F,105,Poetic,PENSIVE,Berkeley,UKULELE,CLEAN,https://www.youtube.com/watch?v=dVehcwQPLxo,,,,,,,,,"FOLK, DARK"
689,11/20/2010,"Girl, You're in My Heart",4:40,D,138,Love,CHILL,"Southington, CT",ACOUSTIC GUITAR,CLEAN,https://www.youtube.com/watch?v=8ojQWQdpYBI,,,,,,,,,"FOLK, WISTFUL, SOULFUL"
690,11/21/2010,Bill the T. Rex,3:41,D,108,Animals,SILLY,"Southington, CT",ACOUSTIC GUITAR,CLEAN,https://www.youtube.com/watch?v=MT_mm6_xRWM,,,,,,,,,"FOLK, FUNNY, DINOSAURS, TREX"
691,11/22/2010,"Stop Hunting the Unicorns, You Bastard",4:01,G,118,Animals,SILLY,"Southington, CT",ACOUSTIC GUITAR,CLEAN,https://www.youtube.com/watch?v=p5K6UtnRkEE,,,,,,,,,"FOLK, WISTFUL, FUNNY, UNICORNS"
692,11/23/2010,I am Just Air Now,3:11,D,141,Poetic,SAD,"Southington, CT",ACOUSTIC GUITAR,SHADOW,https://www.youtube.com/watch?v=WOJsTOfWvyw,,,,,,,,,"FOLK, DRIVING, SOULFUL"
693,11/24/2010,Thanksgiving With Monsters,5:13,B,83,Nerd,SILLY,"Southington, CT",ACOUSTIC GUITAR,SHADOW,https://www.youtube.com/watch?v=tPnPaawoywQ,,,,,,,,,"FOLK, WISTFUL, MONSTERS"
694,11/25/2010,"Paul, the Photographer Fish",4:12,G#,123,Animals,SAD,"Southington, CT",ACOUSTIC GUITAR,SHADOW,https://www.youtube.com/watch?v=waTl9KeSI4c,,,,,,,,,"FOLK, WISTFUL, FISH"
695,11/26/2010,Cthulhu and Zeus Sitting in a Tree,1:31,,,Nerd,TIRED,San Francisco,VOCALS,SHADOW,https://www.youtube.com/watch?v=hH0TjR2X7OU,,,,,,,,,"ACAPELLA, FUNNY, MONSTERS"
696,11/27/2010,Cut the Rope Song,0:52,G,85,Video Games,SILLY,Berkeley,"PIANO, ACCORDION, BASS, DRUMS",na,https://www.youtube.com/watch?v=LjjFrd3Tu5E,,,,,,,,,"RUSSIAN MARCH, FUN"
697,11/28/2010,Masterpiece,2:19,D,86,Poetic,SILLY,Berkeley,ACOUSTIC GUITAR,SHADOW,https://www.youtube.com/watch?v=UGkrLl83k9A,,,,,,,,,"FOLK, DARK, FRIENDS"
698,11/29/2010,Animals Are Weird,2:03,F,120,Animals,SILLY,Berkeley,"PIANO, BASS, DRUMS",na,https://www.youtube.com/watch?v=JIfb-8ljXr4,,,,,,,,,"ROCK, FUN, FACTS, VIRAL"
699,11/30/2010,Dancing in the Musical of Life,2:13,E,76,Instrumental,INTENSE,Berkeley,"SYNTHS, DRUM MACHINE",na,https://www.youtube.com/watch?v=-OPlH4jJIaY,,,,,,,,,"ELECTRO, DREAMY, LOOMING"
700,12/1/2010,It Sucks to Be a Squib,2:49,G,121,Harry Potter,HOPEFUL,Berkeley,"PIANO, ELECTRIC GUITAR, BASS, DRUMS",SHADOW,https://www.youtube.com/watch?v=urhEKIMQ9DI,,,,,,,,,"ROCK, FUN, Nerd, SOULFUL, SQUIB"
701,12/2/2010,NEW LIFE NEW Life,3:!5,E,128,Science,HAPPY,Los Angeles,ACOUSTIC GUITAR,SHADOW,https://www.youtube.com/watch?v=rVmGKPsCteU,,,,,,,,,"FOLK, LIGHT, SOULFUL"
702,12/3/2010,The Continuing Adventures of Steve the Hippo,3:16,C#,149,Animals,PENSIVE,Los Angeles,ACOUSTIC GUITAR,SHADOW,https://www.youtube.com/watch?v=9qYt_LHtO0M,,,,,,,,,"FOLK, LIGHT, NARRATIVE, WISTFUL, HIPPO"
703,12/4/2010,The Rabbit in the Dark Blue Forest,4:21,G,117,Animals,CHILL,Los Angeles,ACOUSTIC GUITAR,BEARD,https://www.youtube.com/watch?v=cURy7OxmJPg,,,,,,,,,"FOLK, DELICATE, WISTFUL"
704,12/5/2010,Orbiting Your Earth Like a Satellite,4:52,G,102,Love,CHILL,Los Angeles,ACOUSTIC GUITAR,CLEAN,https://www.youtube.com/watch?v=ZnlevYb-L-4,,,,,,,,,"FOLK, WISTFUL, DREAMY"
705,12/6/2010,The Life of a Red Plastic Cup,3:59,C,109,Objects,CHILL,Los Angeles,ACOUSTIC GUITAR,CLEAN,https://www.youtube.com/watch?v=I-1J-8DjWo8,,,,,,,,,"FOLK, DRIVING, NARRATIVE"
706,12/7/2010,The Guy Who Paints the Lines on the Road,4:41,D,110,Poetic,CHILL,Berkeley,ACOUSTIC GUITAR,CLEAN,https://www.youtube.com/watch?v=NcemOjAeiPc,,,,,,,,,"FOLK, NARRATIVE"
707,12/8/2010,It Could Have Been Neville,2:45,E,80,Harry Potter,INTENSE,Berkeley Studio,"ELECTRIC GUITAR, SYNTHS, DRUMS",CLEAN,https://www.youtube.com/watch?v=htdI7Jw38qs,,,,,,,,,"ROCK, DRIVING, HEAVY, LOOMING, NEVILLE"
708,12/9/2010,On 7Live,2:01,G,131,TV,SILLY,San Francisco,ACOUSTIC GUITAR,CLEAN,https://www.youtube.com/watch?v=CxsczTdOyw8,,,,,,,,,"FOLK, CHEESY, BAD, FUNNY"
709,12/10/2010,The History of Video Games (in song),3:07,F,152,Video Games,INTENSE,Berkeley Studio,"SYNTHS, ELECTRIC GUITAR, DRUM MACHINE",na,https://www.youtube.com/watch?v=RC21pGldOqk,,,,,,,,,"ROCK, CHEESY, 80s, ANTHEM, HISTORY"
710,12/11/2010,The Pink Handfish,0:50,E,80,Animals,INTENSE,Berkeley Studio,"ELECTRIC GUITAR, BASS, DRUMS",na,https://www.youtube.com/watch?v=4eobgLxqgS8,,,,,,,,,"ROCK, FUNNY, HEAVY, DARK, TOM WAITS"
711,12/12/2010,Nature is Dangerous and Beautiful,1:56,D,116,Animals,SILLY,Berkeley Studio,"SYNTHS, DRUM MACHINE",SHADOW,https://www.youtube.com/watch?v=M-7DLCetWrU,,,,,,,,,"ELECTRO, FUN, VOCODER"
712,12/13/2010,The History of Mario 2 (in song),2:14,F,140,Video Games,EXCITED,Berkeley Studio,"PIANO, ELECTRIC GUITAR, BASS, ORGAN, DRUMS",na,https://www.youtube.com/watch?v=hQ3eUhum7Kg,,,,,,,,,"ROCK, FUN, HISTORY"
713,12/14/2010,Judas Will Never Repent,2:35,F#,80,Poetic,CHILL,Berkeley Studio,"SYNTHS, DRUM MACHINE",na,https://www.youtube.com/watch?v=8SujkPvAqh4,,,,,,,,,"ELECTRO, HEAVY, GOD, MYTH"
714,12/15/2010,My Room is Filled With Stuff,1:48,G,100,Poetic,INTENSE,Berkeley Studio,"SYNTHS, DRUM MACHINE",na,https://www.youtube.com/watch?v=eJO3se-wRSU,,,,,,,,,"ELECTRO, DARK, VOCODER"
715,12/16/2010,World of Goo,4:04,F,60,Video Games,INTENSE,Berkeley Studio,"SYNTHS, SAMPLES, DRUM MACHINE",na,https://www.youtube.com/watch?v=DOfOCVQnIRc,,,,,,,,,"ELECTRO, DARK, DREAMY, WISTFUL"
716,12/17/2010,The Fun Facts Song: Part 2,4:19,G,123,Nerd,EXCITED,Berkeley Studio,"SYNTHS, DRUM MACHINE",na,https://www.youtube.com/watch?v=Klv_grVsaGc,,,,,,,,,"ELECTRO, FUN, FACTS"
717,12/18/2010,The Golden Bowling Years,3:16,F,90,Instrumental,CHILL,Berkeley Studio,"SYNTHS, DRUM MACHINE",na,https://www.youtube.com/watch?v=bd-tSsgCbpM,,,,,,,,,"ELECTRO, LIGHT, WISTFUL"
718,12/19/2010,A Brief History of Teen Idols,3:46,C,133,Pop Culture,INTENSE,Berkeley Studio,"ELECTRIC GUITAR, BASS, DRUMS",na,https://www.youtube.com/watch?v=lRnt2mJpqwo,,,,,,,,,"ROCK, LIGHT, HISTORY"
719,12/20/2010,E-Shopping.com,0:59,B,100,Commission,SILLY,Berkeley Studio,"SYNTHS, DRUM MACHINE",CLEAN,https://www.youtube.com/watch?v=Hv8FaYMHKqA,,,,,,,,,"ELECTRO, BAD, CHEESY, VOCODER"
720,12/21/2010,After a Long Day of Writing Songs....,0:38,B,119,Song A Day ,TIRED,Berkeley Studio,"PIANO, ELECTRIC GUITAR, BASS, DRUMS",CLEAN,https://www.youtube.com/watch?v=xsMWQMwAwEc,,,,,,,,,"ROCK, FUN, LIGHT"
721,12/22/2010,Christmas is for Losers,4:07,C,110,Christmas,CHILL,Berkeley,"ACOUSTIC GUITAR, BASS, BELLS, DRUM MACHINE",CLEAN,https://www.youtube.com/watch?v=ziIGj9hshsw,,,,,,,,,"FOLK, LIGHT, FUN"
722,12/23/2010,Treasure Map,4:41,E,89,Poetic,PENSIVE,Los Angeles,ACOUSTIC GUITAR,CLEAN,https://www.youtube.com/watch?v=T9wlizh9lGg,,,,,,,,,"FOLK, DARK"
723,12/24/2010,Christmas Pudding,3:58,A#,95,Christmas,CHILL,Los Angeles,ACOUSTIC GUITAR,SHADOW,https://www.youtube.com/watch?v=FHgK7QcOnAQ,,,,,,,,,"FOLK, LIGHT, PUDDING"
724,12/25/2010,Doggy Playing on a School Bus,2:51,G,98,Animals,CHILL,Los Angeles,ACOUSTIC GUITAR,SHADOW,https://www.youtube.com/watch?v=F8TkJ1CQC-M,,,,,,,,,"FOLK, LIGHT, DOGS"
725,12/26/2010,No One Knows the Origins of Boxing Day,3:13,C,109,Christmas,CHILL,Los Angeles,ACOUSTIC GUITAR,SHADOW,https://www.youtube.com/watch?v=MckzmoPZmX8,,,,,,,,,"FOLK, DARK, BOXING DAY"
726,12/27/2010,I'll Do It Tomorrow,3:37,D,91,Life,TIRED,Los Angeles,ACOUSTIC GUITAR,SHADOW,https://www.youtube.com/watch?v=P43ZCnYP1qE,,,,,,,,,"FOLK, LIGHT"
727,12/28/2010,The Bald Porcupine,3:41,F,94,Animals,CHILL,Los Angeles,ACOUSTIC GUITAR,SHADOW,https://www.youtube.com/watch?v=Tm98mEyscyY,,,,,,,,,"FOLK, DARK, PORCUPINE"
728,12/29/2010,The Hemaphobe Vamp,4:54,,111,Poetic,PENSIVE,Los Angeles,ACOUSTIC GUITAR,SHADOW,https://www.youtube.com/watch?v=znToItnhhvk,,,,,,,,,"FOLK, DARK, VAMPIRE"
729,12/30/2010,Carl Does Windows,4:50,B,118,Poetic,SAD,Los Angeles,ACOUSTIC GUITAR,SHADOW,https://www.youtube.com/watch?v=yxu34q7oklo,,,,,,,,,"FOLK, DARK"
730,12/31/2010,What My Self Reflection Froze,5:40,G,81,Poetic,PENSIVE,Los Angeles,ACOUSTIC GUITAR,SHADOW,https://www.youtube.com/watch?v=HblBMX0aDrU,,,,,,,,,
